Key,english
modscopeBelOMOpk06Desc,"Weight: [4FBE28]0.090kg[-]\n\nCompatibility: most firearms"
modscopeburrisfastfire,"[09FF00]Burris Fastfire Reflex 3 Sight[-]"
modscopeburrisfastfireDesc,"Weight: [4FBE28]0.042kg[-]\n\nCompatibility: most firearms"
modscopeSIGromeo4,"[09FF00]SIG SAUER ROMEO 4 Reflex Sight[-]"
modscopeSIGromeo4Desc,"Weight: [4FBE28]0.104kg[-]\n\nCompatibility: most firearms"
modscopeRMR,"[09FF00]Trijicon RMR Reflex Sight[-]"
modscopeRMRDesc,"Weight: [4FBE28]0.042kg[-]\n\nCompatibility: most firearms"
modscopeleupolddeltapoint,"[09FF00]Leupold DeltaPoint Reflex Sight[-]"
modscopeleupolddeltapointDesc,"Weight: [4FBE28]0.098kg[-]\n\nCompatibility: most firearms"
modscopeAimPointCompM4,"[09FF00]AimPoint CompM4 Reflex Sight[-]"
modscopeAimPointCompM4Desc,"Weight: [4FBE28]0.445kg[-]\n\nCompatibility: most firearms"
modscopeAimPointPro,"[09FF00]AimPoint PRO Reflex Sight[-]"
modscopeAimPointProDesc,"Weight: [4FBE28]0.345kg[-]\n\nCompatibility: most firearms"
modscopeaksionEKP818,"[09FF00]Aksion Kobra EKP-8-18 Reflex Sight[-]"
modscopeaksionEKP818Desc,"Weight: [4FBE28]0.270kg[-]\n\nCompatibility: most firearms"
modscopeaksionEKP1s03,"[09FF00]Aksion Kobra EKP-1S-03 Reflex Sight Dovetail[-]"
modscopeaksionEKP1s03Desc,"Weight: [4FBE28]0.270kg[-]\n\nCompatibility: most firearms"
modscopeaksionEKP802,"[09FF00]Aksion Kobra EKP-8-02 Reflex Sight Dovetail[-]"
modscopeaksionEKP802Desc,"Weight: [4FBE28]0.270kg[-]\n\nCompatibility: most firearms"
modscopeBelOMOdovetailPKAA,"[09FF00]BelOMO PK-AA Reflex Sight Dovetail[-]"
modscopeBelOMOdovetailPKAADesc,"Weight: [4FBE28]0.450kg[-]\n\nCompatibility: most firearms"
modscopeElcanSpecterHCO,"[09FF00]Elcan Specter HCO Holographic Sight[-]"
modscopeElcanSpecterHCODesc,"Weight: [4FBE28]0.433kg[-]\n\nCompatibility: most firearms"
modscopeLeapersUTG,"[09FF00]Leapers UTG Reflex Sight[-]"
modscopeLeapersUTGDesc,"Weight: [4FBE28]0.227kg[-]\n\nCompatibility: most firearms"
modscopeNPZPK1,"[09FF00]NPZ PK-1 Obzor Reflex Sight Dovetail[-]"
modscopeNPZPK1Desc,"Weight: [4FBE28]0.520kg[-]\n\nCompatibility: most firearms"
modscopeOKP7dovetail,"[09FF00]OKP-7 Reflex Sight Dovetail[-]"
modscopeOKP7dovetailDesc,"Weight: [4FBE28]0.295kg[-]\n\nCompatibility: most firearms"
modscopeSIGRomeo8T,"[09FF00]SIG Sauer ROMEO8T Reflex Sight[-]"
modscopeSIGRomeo8TDesc,"Weight: [4FBE28]0.388kg[-]\n\nCompatibility: most firearms"
modscopeSRS02,"[09FF00]Trijicon SRS 02 Reflex Sight[-]"
modscopeSRS02Desc,"Weight: [4FBE28]0.390kg[-]\n\nCompatibility: most firearms"
modscopeValdayKrechet,"[09FF00]Valday Krechet Reflex Sight[-]"
modscopeValdayKrechetDesc,"Weight: [4FBE28]0.350kg[-]\n\nCompatibility: most firearms"
modscopeValdayPK120,"[09FF00]Valday PK-120 Reflex Sight[-]"
modscopeValdayPK120Desc,"Weight: [4FBE28]0.297kg[-]\n\nCompatibility: most firearms"
modscopeVOMZPiladP1,"[09FF00]VOMZ Pilad P1x42 Reflex Sight[-]"
modscopeVOMZPiladP1Desc,"Weight: [4FBE28]0.297kg[-]\n\nCompatibility: most firearms"
modscopeVortexRazorAMGUH1,"[09FF00]Vortex Razor AMG UH-1 Reflex Sight[-]"
modscopeVortexRazorAMGUH1Desc,"Weight: [4FBE28]0.160kg[-]\n\nCompatibility: most firearms"
modscopewalthermrsreflex,"[09FF00]Walther MRS Reflex Sight[-]"
modscopewalthermrsreflexDesc,"Weight: [4FBE28]0.113kg[-]\n\nCompatibility: most firearms"
modscopeWilcoxBossXeHP,"[09FF00]Wilcox BOSS Xe Reflex Sight[-]"
modscopeWilcoxBossXeHPDesc,"Weight: [4FBE28]0.250kg[-]\n\nCompatibility: most firearms"
modscopeokp7reflex,"[09FF00]OKP-7 Reflex Sight[-]"
modscopeokp7reflexDesc,"Weight: [4FBE28]0.295kg[-]\n\nCompatibility: most firearms"
modscopeEOTech553holo,"[09FF00]EOTech 553[-]"
modscopeEOTech553holoDesc,"Weight: [4FBE28]0.349kg[-]\n\nCompatibility: most firearms"
modscopeFNP90ringreflex,"[004CFF]P90 Ring Reflex Sight[-]"
modscopeFNP90ringreflexDesc,"Weight: [4FBE28]0.297kg[-]\n\nCompatibility: most firearms"

modscopeElcanSpecterDR,"[004CFF]ELCAN SpecterDR 1x/4x Scope[-]"
modscopeElcanSpecterDRDesc,"Weight: [4FBE28]0.640kg[-]\n\nCompatibility: most firearms"
modscopeKibaArmsPrism,"[004CFF]Primary Arms Compact Prism 2.5x[-]"
modscopeKibaArmsPrismDesc,"Weight: [4FBE28]0.432kg[-]\n\nCompatibility: most firearms"
modscopeNPZ1p78,"[09FF00]NPZ 1P78-1 2.8x Scope Dovetail[-]"
modscopeNPZ1p78Desc,"Weight: [4FBE28]0.640kg[-]\n\nCompatibility: most firearms"
???modscopeNPZ1p29,"NPZ 1P29 4x Scope Dovetail"
modscopeNPZ1p29Desc,"Weight: [4FBE28]0.500kg[-]\n\nCompatibility: most firearms"
modscopeBelOMOPSO1M2,"[09FF00]BelOMO PSO-1M2-1 4x24 Scope Dovetail[-]"
modscopeBelOMOPSO1M2Desc,"Weight: [4FBE28]0.600kg[-]\n\nCompatibility: most firearms"
modscopemonstrumcompact,"[09FF00]Monstrum Compact Scope[-]"
modscopemonstrumcompactDesc,"Weight: [4FBE28]0.425kg[-]\n\nCompatibility: most firearms"
modscopeSwampFoxPrism,"[09FF00]SwampFox Trihawk Prism 3x30 Scope[-]"
modscopeSwampFoxPrismDesc,"Weight: [4FBE28]0.436kg[-]\n\nCompatibility: most firearms"
modscopeeotechhhshybrid,"[004CFF]EOTech HHS Hybrid Sight[-]"
modscopeeotechhhshybridDesc,"Weight: [4FBE28]0.635kg[-]\n\nCompatibility: most firearms"
modscopeacogta01NSN4x32,"[004CFF]Trijicon ACOG TA01NSN 4x32 Scope[-]"
modscopeacogta01NSN4x32Desc,"Weight: [4FBE28]0.506kg[-]\n\nCompatibility: most firearms"
modscopeacogta11D35x,"[004CFF]Trijicon ACOG TA11D 3.5x35 Scope[-]"
modscopeacogta11D35xDesc,"Weight: [4FBE28]0.506kg[-]\n\nCompatibility: most firearms"
modscopeLeupoldMark4Hamr,"[004CFF]Leupold Mark 4 HAMR 4x24 Hybrid Scope[-]"
modscopeLeupoldMark4HamrDesc,"Weight: [4FBE28]0.411kg[-]\n\nCompatibility: most firearms"
modscopeSIGBravo4,"[004CFF]SIG Sauer BRAVO4 4x30 Scope[-]"
modscopeSIGBravo4Desc,"Weight: [4FBE28]0.419kg[-]\n\nCompatibility: most firearms"
modscopeValdayPS320,"[004CFF]Valday PS-320 1/6x Scope[-]"
modscopeValdayPS320Desc,"Weight: [4FBE28]0.570kg[-]\n\nCompatibility: most firearms"
modscopeSBPMII18x2430mm,"[004CFF]Schmidt & Bender PM II 1-8x24 Scope[-]"
modscopeSBPMII18x2430mmDesc,"Weight: [4FBE28]1.139kg[-]\n\nCompatibility: most firearms"
modscopeSBPMII320x5034mm,"[004CFF]Schmid & Bender PM II 3-20x50 Scope[-]"
modscopeSBPMII320x5034mmDesc,"Weight: [4FBE28]1.240kg[-]\n\nCompatibility: most firearms"
modscopeSBPMII525x5634mm,"[004CFF]Schmidt & Bender PM II 5-25x56 Scope[-]"
modscopeSBPMII525x5634mmDesc,"Weight: [4FBE28]1.420kg[-]\n\nCompatibility: most firearms"
modscopeBFTac3014x2430mm,"[004CFF]Burris Fullfield TAC30 1-4x24 Scope[-]"
modscopeBFTac3014x2430mmDesc,"Weight: [4FBE28]0.726kg[-]\n\nCompatibility: most firearms"
modscopeEOTVudu16x2430mm,"[004CFF]EOTech Vudu 1-6x24 Scope[-]"
modscopeEOTVudu16x2430mmDesc,"Weight: [4FBE28]0.816kg[-]\n\nCompatibility: most firearms"
modscopeLeupoldMark4LR30mm,"[004CFF]Leupold Mark4 LR 6.5-20x50 Scope[-]"
modscopeLeupoldMark4LR30mmDesc,"Weight: [4FBE28]0.870kg[-]\n\nCompatibility: most firearms"
modscopeMarchTactical30mm,"[004CFF]March Tactical 3-24x42 Scope[-]"
modscopeMarchTactical30mmDesc,"Weight: [4FBE28]0.890kg[-]\n\nCompatibility: most firearms"
modscopeSIGTango6T16x2430mm,"[004CFF]SIG Sauer TANGO6T 1-6x24 Scope[-]"
modscopeSIGTango6T16x2430mmDesc,"Weight: [4FBE28]0.876kg[-]\n\nCompatibility: most firearms"
modscopeRazorHDGen216x2430mm,"[004CFF]Vortex Razor HD Gen.2 1-6x24 Scope[-]"
modscopeRazorHDGen216x2430mmDesc,"Weight: [4FBE28]0.820kg[-]\n\nCompatibility: most firearms"
modscopeNFATACR735x5634mm,"[004CFF]Nightforce ATACR 7-35x56 Scope[-]"
modscopeNFATACR735x5634mmDesc,"Weight: [4FBE28]1.363kg[-]\n\nCompatibility: most firearms"
modscopeHensoldtFF416x5634mm,"[004CFF]Hensoldt FF 4-16x56 Scope[-]"
modscopeHensoldtFF416x5634mmDesc,"Weight: [4FBE28]1.150kg[-]\n\nCompatibility: most firearms"
modscopeNCStarADO,"[004CFF]NcSTAR ADO P4 3-9x42 Hybrid Scope[-]"
modscopeNCStarADODesc,"Weight: [4FBE28]0.595kg[-]\n\nCompatibility: most firearms"
modscopeKMZ1p69Weaver,"[004CFF]KMZ 1P69 3-10x Scope Weaver[-]"
modscopeKMZ1p69WeaverDesc,"Weight: [4FBE28]0.940kg[-]\n\nCompatibility: most firearms"
modscopeKMZ1p69Dovetail,"[004CFF]KMZ 1P69 3-10x Scope Dovetail[-]"
modscopeKMZ1p69DovetailDesc,"Weight: [4FBE28]0.940kg[-]\n\nCompatibility: most firearms"

modmagppsh41drum71,"PPSh-41 71-Round Drum Magazine"
modmagttcustomdrum75,"TT-33 75-Round Drum Magazine"
modmagpmmakeshiftdrum84,"PM/PB 84-Round Drum Magazine"
modmagpp9extended30,"PP-9 30-Round Magazine"
modmagpp9snaildrum90,"PP-9 90-Round Drum Magazine"
modmagpp19vityazdrum50,"[004CFF]Vityaz 50-Round Drum Magazine[-]"
modmagsr2mtape60,"[004CFF]SR-2M 60-Round Taped Magazine[-]"
modmaguzi50std,"[004CFF]UZI 50-Round Magazine[-]"
modmagmp5std30,"MP5 30-Round Magazine"
modmagmp5xproductdrum50,"[004CFF]MP5 50-Round Drum Magazine[-]"
modmagmp5Cmag100,"[BB00FF]MP5 100-Round C-Mag[-]"
modmagmp9Cmag100,"[BB00FF]MP9 100-Round C-Mag[-]"
modmagglock9x19bigstick33,"'Big Stick' Glock 33-Round Magazine (9mm)"
modmagglock9x19sgmtdrum50,"[004CFF]Glock 50-Round Drum Magazine (9mm)[-]"
modmagglock9x19Cmag100,"[BB00FF]Glock 100-Round C-Mag (9mm)[-]"
modmagmpxbasepad41,"[BB00FF]MPX 41-Round Magazine[-]"
modmagmpxf5mfgdrum50,"[BB00FF]MPX 50-Round Drum Magazine[-]"
modmagmpxCmag100,"[BB00FF]MPX 100-Round C-Mag[-]"
modmagump45casket60,"[004CFF]UMP 60-Round Casket Magazine[-]"
modmagump45customCmag100,"[BB00FF]UMP 100-Round C-Mag[-]"
modmagthompsondrum100,"[BB00FF]Thompson 100-Round Drum Magazine[-]"
modmagglock45drum60,"[BB00FF]Glock 60-Round Drum Magazine (.45acp)[-]"
modmagglock45Cmag100,"[BB00FF]Glock 100-Round C-Mag (.45acp)[-]"
modmagmp7std40,"[004CFF]MP7 40-Round Standard Magazine[-]"
modmagmp7box70,"[BB00FF]MP7 70-Round Box Magazine[-]"

modmagak74std30,"[09FF00]AK-74 30-Round Magazine[-]"
modmagAK74extended45,"[004CFF]AK-74 45-Round Magazine[-]"
modmagAK74_6L31_60,"[BB00FF]AK-74 6L31 60-Round Magazine[-]"
modmagRPK16drum95,"[FFD700]RPK-16 95-Round Drum Magazine[-]"
modmagSKSextended35,"[09FF00]SKS 35-Round Magazine[-]"
modmagSKSdrum75,"[BB00FF]SKS 75-Round Drum Magazine[-]"
modmagakmstd30,"[09FF00]AK-47 30-Round Magazine[-]"
modmagAK762extended40,"[004CFF]AK-47 40-Round Magazine[-]"
modmagAK762molotdrum75,"[BB00FF]AK-47 Molot 75-Round Drum Magazine[-]"
modmagAK762steeldrum100,"[FFD700]AK-47 100-Round Magazine[-]"
modmag762x39RPDBox200,"[FFD700]RPD 200-Round Box Magazine[-]"
modmag762NATOjunglefighter35,"[004CFF]Jungle Fighter 35-Round Magazine (7.62×51)[-]"
modmagSA58FAL30,"[004CFF]SA58/FAL/SLR 30-Round Magazine (7.62×51)[-]"
modmagSA58FALXproduct50,"[BB00FF]SA58/FAL X-FAL 50-Round Drum Magazine (7.62×51)[-]"
modmag762NATOM14xproduct50,"[BB00FF]M14 X-14 50-Round Drum Magazine (7.62×51)[-]"
modmag762NATOX25drum50,"[BB00FF]AR-10 X-25 50-Round Drum Magazine (7.62×51)[-]"
modmag762NATOCmag100,"[FFD700]100-Round C-Mag (7.62×51)[-]"
modmagM60TriBoxWelded250,"[FFD700]M60 250-Round Welded TriBox Magazine[-]"
modmagAUGextended42,"[004CFF]AUG 42-Round Magazine[-]"
modmagAUGdrum60,"[BB00FF]AUG 60-Round Drum Magazine[-]"
modmagstanagstd30,"[09FF00]STANAG 30-Round Magazine[-]"
modmagstanag556x45pmag40,"[004CFF]STANAG 40-Round Magazine[-]"
modmagstanag556x45pmagd60,"[BB00FF]STANAG D-60 Drum Magazine[-]"
modmagstanag556x45sf60,"[BB00FF]STANAG SureFire 60-Round Magazine[-]"
modmagstanag556x45sf100,"[FFD700]STANAG SureFire 100-Round Magazine[-]"
modmag556AKmolot45,"[004CFF]AK 5.56 Molot Arms 45-Round Magazine[-]"
modmag762x54RPKBox200,"[FFD700]PKP 200-Round Box Magazine[-]"
modmagSVDstd20,"[004CFF]SVDS 20-Round Magazine[-]"
modmagSVDmakeshiftdrum50,"[BB00FF]SVDS 50-Round Magazine[-]"
modmagvssval30,"[004CFF]AS VAL 30-Round Magazine[-]"
modmagvssval45,"[BB00FF]AS VAL 45-Round Magazine[-]"
modmagAsh12extended40,"[BB00FF]ASh-12 40-Round Magazine[-]"
modmagAsh12extended60,"[FFD700]ASh-12 60-Round Magazine[-]"
modmag338SwordMK18Pmag20,"[FFD700]Sword Mk-18 20-Round Magazine[-]"

modmag_870_remington_magazine_extension_12g_10,"[09FF00]M870 11-Shell Magazine[-]"
modmag_m3_benelli_std_12g_7,"[004CFF]M3 Benelli 7-Shell Magazine[-]"
modmag_m3_tonisystem_magazine_extension_12g_13,"[004CFF]M3 Benelli 13-Shell Magazine[-]"
modmag_mr153_izhmeh_12g_8,"[004CFF]MP-153 9-Shell Magazine[-]"
modmag_saiga12_maxrounds_powermag_20_12x76_20,"[BB00FF]Saiga-12K 20-Shell Drum Magazine[-]"
modmag_aa12_mps_aa12_drum_mag_12g_20,"[BB00FF]AA-12 20-Shell Drum Magazine[-]"
modmag_aa12_drum_mag_12g_32,"[FFD700]AA-12 32-Shell Drum Magazine[-]"

modmagppsh41drum71Desc,"Weight: [4FBE28]0.900kg[-]\nMagazine Size: [4FBE28]71[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: PPSH-41"
modmagttcustomdrum75Desc,"Weight: [4FBE28]0.750kg[-]\nMagazine Size: [4FBE28]75[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: TT-33"
modmagpmmakeshiftdrum84Desc,"Weight: [4FBE28]0.364kg[-]\nMagazine Size: [4FBE28]84[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: PB, PM"
modmagpp9extended30Desc,"Weight: [4FBE28]0.128kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: PP-9 'Klin'"
modmagpp9snaildrum90Desc,"Weight: [4FBE28]0.471kg[-]\nMagazine Size: [4FBE28]90[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: PP-9 'Klin'"
modmagpp19vityazdrum50Desc,"Weight: [4FBE28]0.460kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: PP-19-01"
modmagsr2mtape60Desc,"Weight: [4FBE28]0.323kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: SR-2M"
modmaguzi50stdDesc,"Weight: [4FBE28]0.300kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: UZI"
modmagmp5std30Desc,"Weight: [4FBE28]0.170kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: MP5K"
modmagmp5xproductdrum50Desc,"Weight: [4FBE28]0.640kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: MP5K, MP5, MP5SD"
modmagmp5Cmag100Desc,"Weight: [4FBE28]1.180kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: MP5, MP5SD\nRequires tactical grip to be equipped on a gun."
modmagmp9Cmag100Desc,"Weight: [4FBE28]1.180kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: MP-9N"
modmagglock9x19bigstick33Desc,"Weight: [4FBE28]0.150kg[-]\nMagazine Size: [4FBE28]33[-]\n\nCompatibility: Glock 17, Glock 18C"
modmagglock9x19sgmtdrum50Desc,"Weight: [4FBE28]0.600kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: Glock 17, Glock 18C, Vector 9, STM-9"
modmagglock9x19Cmag100Desc,"Weight: [4FBE28]1.100kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Glock 17, Glock 18C, Vector 9, STM-9"
modmagmpxbasepad41Desc,"Weight: [4FBE28]0.300kg[-]\nMagazine Size: [4FBE28]41[-]\n\nCompatibility: SIG MPX"
modmagmpxf5mfgdrum50Desc,"Weight: [4FBE28]0.650kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: SIG MPX"
modmagmpxCmag100Desc,"Weight: [4FBE28]1.250kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: SIG MPX"
modmagump45casket60Desc,"Weight: [4FBE28]0.800kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: UMP 45"
modmagump45customCmag100Desc,"Weight: [4FBE28]1.270kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: UMP 45"
modmagthompsondrum100Desc,"Weight: [4FBE28]1.950kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Thompson"
modmagglock45drum60Desc,"Weight: [4FBE28]0.750kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+10%[-]\n\nCompatibility: Vector 45"
modmagglock45Cmag100Desc,"Weight: [4FBE28]1.200kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Vector 45"
modmagmp7std40Desc,"Weight: [4FBE28]0.200kg[-]\nMagazine Size: [4FBE28]40[-]\n\nCompatibility: MP7A1"
modmagmp7box70Desc,"Weight: [4FBE28]0.440kg[-]\nMagazine Size: [4FBE28]70[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: MP7A1"

modmagak74std30Desc,"Weight: [4FBE28]0.215kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: AKS-74UN, AK-74N"
modmagAK74extended45Desc,"Weight: [4FBE28]0.300kg[-]\nMagazine Size: [4FBE28]45[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Firearms chambered in 5.45×39"
modmagAK74_6L31_60Desc,"Weight: [4FBE28]0.400kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.45×39"
modmagRPK16drum95Desc,"Weight: [4FBE28]0.680kg[-]\nMagazine Size: [4FBE28]95[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.45×39"
modmagSKSextended35Desc,"Weight: [4FBE28]0.185kg[-]\nMagazine Size: [4FBE28]35[-]\n\nCompatibility: SKS"
modmagSKSdrum75Desc,"Weight: [4FBE28]1.043kg[-]\nMagazine Size: [4FBE28]75[-]\n\nCompatibility: SKS"
modmagakmstd30Desc,"Weight: [4FBE28]0.370kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: AKMN"
modmagAK762extended40Desc,"Weight: [4FBE28]0.460kg[-]\nMagazine Size: [4FBE28]40[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Firearms chambered in 7.62×39"
modmagAK762molotdrum75Desc,"Weight: [4FBE28]0.900kg[-]\nMagazine Size: [4FBE28]75[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 7.62×39"
modmagAK762steeldrum100Desc,"Weight: [4FBE28]1.364kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 7.62×39"
modmag762x39RPDBox200Desc,"Weight: [4FBE28]1.600kg[-]\nMagazine Size: [4FBE28]200[-]\nReload Time: [FF4F33]+25%[-]\n\nCompatibility: RPD"
modmag762NATOjunglefighter35Desc,"Weight: [4FBE28]0.444kg[-]\nMagazine Size: [4FBE28]35[-]\nReload Time: [FF4F33]+12%[-]\n\nCompatibility: SR-25, RSASS, G28, MDR 7.62, HK417"
modmagSA58FAL30Desc,"Weight: [4FBE28]0.460kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: FN FAL, RFB"
modmagSA58FALXproduct50Desc,"Weight: [4FBE28]0.670kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: FN FAL"
modmag762NATOM14xproduct50Desc,"Weight: [4FBE28]0.794kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: M1A EBR, M14 SASS"
modmag762NATOX25drum50Desc,"Weight: [4FBE28]0.660kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: SR-25, RSASS, MDR 7.62, SCAR-H, SIG MCX Spear"
modmag762NATOCmag100Desc,"Weight: [4FBE28]1.540kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: M1A EBR, SR-25, RSASS, G28, MDR 7.62, SCAR-H, HK417, M14 SASS, SIG MCX Spear"
modmagM60TriBoxWelded250Desc,"Weight: [4FBE28]2.500kg[-]\nMagazine Size: [4FBE28]250[-]\nReload Time: [FF4F33]+26%[-]\n\nCompatibility: M60E6"
modmagSVDstd20Desc,"Weight: [4FBE28]0.112kg[-]\nMagazine Size: [4FBE28]20[-]\n\nCompatibility: SVDS 'Dragunow'"
modmagSVDmakeshiftdrum50Desc,"Weight: [4FBE28]0.530kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: SVDS 'Dragunow'"
modmag762x54RPKBox200Desc,"Weight: [4FBE28]2.700kg[-]\nMagazine Size: [4FBE28]200[-]\nReload Time: [FF4F33]+25%[-]\n\nCompatibility: PKP Pecheneg"
modmagAUGextended42Desc,"Weight: [4FBE28]0.142kg[-]\nMagazine Size: [4FBE28]42[-]\n\nCompatibility: AUG A3"
modmagAUGdrum60Desc,"Weight: [4FBE28]0.515kg[-]\nMagazine Size: [4FBE28]60[-]\n\nCompatibility: AUG A3"
modmagstanagstd30Desc,"Weight: [4FBE28]0.117kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: ADAR & ST AR-15"
modmagstanag556x45pmag40Desc,"Weight: [4FBE28]0.200kg[-]\nMagazine Size: [4FBE28]40[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmagstanag556x45pmagd60Desc,"Weight: [4FBE28]0.580kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmagstanag556x45sf60Desc,"Weight: [4FBE28]0.180kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmagstanag556x45sf100Desc,"Weight: [4FBE28]0.270kg[-]\nMagazine Size: [4FBE28]100[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Firearms chambered in 5.56×45 & .300blk"
modmag556AKmolot45Desc,"Weight: [4FBE28]0.300kg[-]\nMagazine Size: [4FBE28]45[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: Velociraptor"

modmagvssval30Desc,"Weight: [4FBE28]0.254kg[-]\nMagazine Size: [4FBE28]30[-]\n\nCompatibility: VSS Vintorez & AS VAL"
modmagvssval45Desc,"Weight: [4FBE28]0.397kg[-]\nMagazine Size: [4FBE28]40[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: VSS Vintorez & AS VAL"
modmagAsh12extended40Desc,"Weight: [4FBE28]0.800kg[-]\nMagazine Size: [4FBE28]40[-]\nReload Time: [FF4F33]+16%[-]\n\nCompatibility: ASh-12"
modmagAsh12extended60Desc,"Weight: [4FBE28]1.000kg[-]\nMagazine Size: [4FBE28]60[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: ASh-12"
modmag338SwordMK18Pmag20Desc,"Weight: [4FBE28]0.800kg[-]\nMagazine Size: [4FBE28]20[-]\nReload Time: [FF4F33]+15%[-]\n\nCompatibility: Mk-18"

modmag_870_remington_magazine_extension_12g_10Desc,"Weight: [4FBE28]0.400kg[-]\nMagazine Size: [4FBE28]11[-]\n\nCompatibility: M870"
modmag_m3_benelli_std_12g_7Desc,"Weight: [4FBE28]0.300kg[-]\nMagazine Size: [4FBE28]8[-]\n\nCompatibility: M3 Benelli"
modmag_m3_tonisystem_magazine_extension_12g_13Desc,"Weight: [4FBE28]0.600kg[-]\nMagazine Size: [4FBE28]14[-]\n\nCompatibility: M3 Benelli"
modmag_mr153_izhmeh_12g_8Desc,"Weight: [4FBE28]0.300kg[-]\nMagazine Size: [4FBE28]9[-]\n\nCompatibility: MP-153 & MP-155"
modmag_saiga12_maxrounds_powermag_20_12x76_20Desc,"Weight: [4FBE28]0.660kg[-]\nMagazine Size: [4FBE28]20[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: Saiga-12K"
modmag_aa12_mps_aa12_drum_mag_12g_20Desc,"Weight: [4FBE28]1.130kg[-]\nMagazine Size: [4FBE28]20[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: AA-12"
modmag_aa12_drum_mag_12g_32Desc,"Weight: [4FBE28]1.450kg[-]\nMagazine Size: [4FBE28]32[-]\nReload Time: [FF4F33]+25%[-]\n\nCompatibility: AA-12"


modsilencertt33makeshift,"TT-33 Sound Supressor"
