Key,english
disassembleAmmo39_x100,"Bullet Disassembly (×100)"
disassembleAmmo40_x100,"Bullet Disassembly (×100)"
disassembleAmmo41_x100,"Bullet Disassembly (×100)"
disassembleAmmo42_x100,"Bullet Disassembly (×100)"
disassembleAmmo43_x100,"Bullet Disassembly (×100)"
disassembleAmmo44_x100,"Bullet Disassembly (×100)"
disassembleAmmo45_x100,"Bullet Disassembly (×100)"
disassembleAmmo46_x100,"Bullet Disassembly (×100)"
disassembleAmmo47_x100,"Bullet Disassembly (×100)"
disassembleAmmo48_x100,"Bullet Disassembly (×100)"
disassembleAmmo49_x100,"Bullet Disassembly (×100)"
disassembleAmmo50_x100,"Bullet Disassembly (×100)"
disassembleAmmo51_x100,"Bullet Disassembly (×100)"
disassembleAmmoGroupDesc,"Craft this and open the bundle to get back the full resources of the ammo."

disassembleAmmo9mmBallBundle,items,Ammo,,,9mm Ingredients (1 Bullet),,Yannik mach doch auf Englisch meine Güte haha. Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo9mmHPBundle,items,Ammo,,,9mm HP Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo9mmAPBundle,items,Ammo,,,9mm AP Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo44BallBundle,items,Ammo,,,.44 Magnum Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo44HPBundle,items,Ammo,,,HP .44 Magnum Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo44APBundle,items,Ammo,,,AP .44 Magnum Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo762BallBundle,items,Ammo,,,7.62mm Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo762HPBundle,items,Ammo,,,7.62mm HP Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmo762APBundle,items,Ammo,,,7.62mm AP Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmoShotgunShellBundle,items,Ammo,,,Shotgun Shell Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmoSlugBundle,items,Ammo,,,Shotgun Slug Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassembleAmmoBurnerSlugBundle,items,Ammo,,,Burner Slug Ingredients (1 Bullet),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)

disassemble10Ammo9mmBallBundle,items,Ammo,,,9mm Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo9mmHPBundle,items,Ammo,,,9mm HP Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo9mmAPBundle,items,Ammo,,,9mm AP Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo44BallBundle,items,Ammo,,,.44 Magnum Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo44HPBundle,items,Ammo,,,HP .44 Magnum Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo44APBundle,items,Ammo,,,AP .44 Magnum Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo762BallBundle,items,Ammo,,,7.62mm Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo762HPBundle,items,Ammo,,,7.62mm HP Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10Ammo762APBundle,items,Ammo,,,7.62mm AP Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10AmmoShotgunShellBundle,items,Ammo,,,Shotgun Shell Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10AmmoSlugBundle,items,Ammo,,,Shotgun Slug Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble10AmmoBurnerSlugBundle,items,Ammo,,,Burner Slug Ingredients (10 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)

disassemble100Ammo9mmBallBundle,items,Ammo,,,9mm Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo9mmHPBundle,items,Ammo,,,9mm HP Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo9mmAPBundle,items,Ammo,,,9mm AP Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo44BallBundle,items,Ammo,,,.44 Magnum Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo44HPBundle,items,Ammo,,,HP .44 Magnum Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo44APBundle,items,Ammo,,,AP .44 Magnum Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo762BallBundle,items,Ammo,,,7.62mm Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo762HPBundle,items,Ammo,,,7.62mm HP Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100Ammo762APBundle,items,Ammo,,,7.62mm AP Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100AmmoShotgunShellBundle,items,Ammo,,,Shotgun Shell Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100AmmoSlugBundle,items,Ammo,,,Shotgun Slug Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)
disassemble100AmmoBurnerSlugBundle,items,Ammo,,,Burner Slug Ingredients (100 Bullets),,Kiste mit panzerbrechender .44-Magnum-Munition (100),Caja de munición con perforación de armadura de Magnum 0.44 (100),Boîte de munitions AP .44 Magnum (100),Scatola di munizioni perforanti per .44 Magnum (100),AP.44マグナム弾（100）個入りの箱,AP .44 매그넘 탄약 상자 (100),Pudełko przeciwpancernej amunicji Magnum .44 (100),Caixa de Munição de .44 Magnum AP (100),Коробка бронебойных патронов .44 Magnum (100),AP .44 Magnum Mühimmatı Kutusu (100),一盒.44马格南穿甲弹（100）,AP.44 馬格南彈藥盒（100)

ammoEft54539HPDesc,"5.45×39 Hollow Point Ammo\nHigher dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 450"
ammoEft55645NATOHPDesc,"5.56×45 Hollow Point Ammo\nHigher dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 400"
ammoEft300blkHPDesc,".300 blackout Hollow Point Ammo\nHigher dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 300"
ammoEft76239HPDesc,"7.62×39 Hollow Point Ammo\nHigher dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 300"
ammoEft939HPDesc,"9×39 Hollow Point Ammo\nHigher dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 250"
ammoEft76251NATOHPDesc,"7.62×51 Hollow Point Ammo\nInsane dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 200"
ammoEft76254RHPDesc,"7.62×54R Hollow Point Ammo\nInsane dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 200"
ammoEft12755PS12ADesc,"12.7×55 Hollow Point Ammo\nInsane dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 100"
ammoEft338HPDesc,".338 Lapua Magnum Hollow Point Ammo\nInsane dmg against fleshy targets. Struggles against armored targets.\n\nStacksize: 150"
ammoEft919mmHPDesc,"9×19 RIP Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 800"
ammoEft921mmHPDesc,"9×21 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 750"
ammoEft45ACPRIPDesc,".45ACP RIP Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 550"
ammoEft4630mmHKHPDesc,"4.6×30 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 1500"
ammoEft5728FNHPDesc,"5.7×28 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 1000"
ammoEft50aeHPDesc,".50 Action Express Hollow Point Ammo\nInsane dmg against fleshy targets. Struggles against armored targets. \n\nStacksize: 200"
ammoEft4046381,"40×46mm M381 (HE) Grenade"
ammoEft4046576,"40×46mm M576 MPB"
ammoEft4053vog25,"40×53mm VOG-25 Grenade"
ammoEft4046381Desc,"M381 high-explosive grenade used in various 40mm grenade launchers."
ammoEft4046576Desc,"M576 Multi-projectile Buckshot is a 40mm round. Used for emergency situations where a grenadier is forced to engage in CQB. Deals insane damage against soft targets and can quickly degrade heavily armored units. "
ammoEft4053vog25Desc,"VOG-25 Grenade used in GP-25 under barrel grenade launcher attached to standard AK variants."

perkBoomBoomRank1Desc,Baby Bomb
perkBoomBoomRank2Desc,Big Brother Bomb
perkBoomBoomRank3Desc,Big Sister Bomb
perkBoomBoomRank4Desc,Big Daddy Bomb
perkBoomBoomRank5Desc,Big Mumma Bomb
